Time, Seats Used, Seats Taken, Delta_Time, Increment_Used, Increment_Reserved
204.7951,2,13,0,0,0
204.8184,2,14,0.02323914,0.04647827,0.3253479
207.0356,3,13,2.217255,6.651764,28.82431
209.133,4,12,2.097397,8.389587,25.16876
209.56,5,11,0.4269562,2.134781,4.696518
210.56,6,10,1,6,10
210.56,5,10,0,0,0
211.0896,5,10,0.5296478,2.648239,5.296478
211.2844,6,9,0.194809,1.168854,1.753281
211.3214,7,8,0.03691101,0.2583771,0.2952881
211.938,8,7,0.6166382,4.933105,4.316467
211.9902,9,6,0.05218506,0.4696655,0.3131104
211.9902,9,7,0,0,0
211.9902,9,8,0,0,0
212.2844,9,9,0.2942657,2.648392,2.648392
212.2844,8,9,0,0,0
212.2844,8,9,0,0,0
212.2844,7,9,0,0,0
212.3214,7,9,0.03691101,0.2583771,0.3321991
212.3214,6,9,0,0,0
212.3214,6,9,0,0,0
212.3214,5,9,0,0,0
212.3214,5,9,0,0,0
212.3214,4,9,0,0,0
212.4171,4,9,0.09577942,0.3831177,0.8620148
214.1785,4,10,1.761368,7.045471,17.61368
215.4145,4,11,1.235992,4.94397,13.59592
215.4145,4,12,0,0,0
215.4145,4,13,0,0,0
215.4145,4,14,0,0,0
219.56,4,15,4.145493,16.58197,62.18239
219.8727,5,14,0.3127289,1.563644,4.378204
219.8727,5,15,0,0,0
219.8727,5,16,0,0,0
220.5327,5,17,0.6599579,3.299789,11.21928
220.56,6,16,0.02731323,0.1638794,0.4370117
220.56,5,16,0,0,0
220.5616,5,16,0.001617432,0.008087158,0.02587891
221.3214,6,15,0.7597504,4.558502,11.39626
221.5327,7,14,0.211319,1.479233,2.958466
221.5327,6,14,0,0,0
221.5327,6,14,0,0,0
221.5327,5,14,0,0,0
221.5327,5,14,0,0,0
221.5327,4,14,0,0,0
222.3214,4,14,0.788681,3.154724,11.04153
222.3214,3,14,0,0,0
222.713,3,14,0.3916626,1.174988,5.483276
223.9859,4,13,1.272903,5.091614,16.54774
225.4145,5,12,1.428574,7.142868,17.14288
225.4145,5,13,0,0,0
225.4145,5,14,0,0,0
226.7287,5,15,1.314255,6.571274,19.71382
228.2469,5,16,1.518127,7.590637,24.29004
229.8727,5,17,1.625839,8.129196,27.63927
231.938,6,16,2.065292,12.39175,33.04468
232.4171,7,15,0.479126,3.353882,7.18689
232.7298,8,14,0.3127136,2.501709,4.377991
232.7499,9,13,0.02008057,0.1807251,0.2610474
233.4223,10,12,0.6723328,6.723328,8.067993
233.8716,11,11,0.4493408,4.942749,4.942749
233.9859,12,10,0.1143188,1.371826,1.143188
234.8716,13,9,0.8856812,11.51385,7.97113
234.8716,12,9,0,0,0
235.3897,12,9,0.5181274,6.217529,4.663147
235.4145,13,8,0.02476501,0.3219452,0.1981201
236.3897,13,9,0.975235,12.67805,8.777115
236.3897,12,9,0,0,0
239.1366,12,9,2.746826,32.96191,24.72144
240.1366,13,8,1,13,8
240.1366,12,8,0,0,0
240.1366,12,8,0,0,0
240.1366,11,8,0,0,0
240.1366,11,8,0,0,0
240.1366,10,8,0,0,0
240.5651,10,8,0.4285736,4.285736,3.428589
240.5651,10,9,0,0,0
242.4171,10,10,1.852005,18.52005,18.52005
242.7499,11,9,0.3327942,3.660736,2.995148
243.3666,12,8,0.6166534,7.399841,4.933228
243.4171,13,7,0.05055237,0.6571808,0.3538666
243.4171,12,7,0,0,0
243.4171,12,7,0,0,0
243.4171,11,7,0,0,0
243.4171,11,7,0,0,0
243.4171,10,7,0,0,0
243.7499,10,7,0.3327942,3.327942,2.329559
243.7499,9,7,0,0,0
243.7499,9,7,0,0,0
243.7499,8,7,0,0,0
243.7499,8,7,0,0,0
243.7499,7,7,0,0,0
243.7499,7,7,0,0,0
243.7499,6,7,0,0,0
243.9859,6,7,0.2359924,1.415955,1.651947
244.9859,7,6,1,7,6
244.9859,6,6,0,0,0
245.2493,6,6,0.2633362,1.580017,1.580017
245.4145,6,7,0.1652374,0.9914246,1.156662
246.2794,6,8,0.8649139,5.189484,6.919312
248.2637,7,7,1.984344,13.89041,13.89041
248.2637,7,8,0,0,0
248.2637,7,9,0,0,0
252.4171,7,10,4.153381,29.07367,41.53381
253.2907,8,9,0.8735962,6.98877,7.862366
253.8207,8,10,0.529953,4.239624,5.29953
253.9859,9,9,0.1652374,1.487137,1.487137
254.8207,10,8,0.8347626,8.347626,6.678101
254.8207,9,8,0,0,0
254.9859,9,8,0.1652374,1.487137,1.321899
254.9859,8,8,0,0,0
255.4066,8,8,0.4206848,3.365479,3.365479
255.6071,9,7,0.20047,1.80423,1.40329
255.7637,10,6,0.1566772,1.566772,0.9400635
256.2794,10,7,0.5156708,5.156708,3.609695
256.6071,11,6,0.3276367,3.604004,1.96582
256.6071,10,6,0,0,0
256.6071,10,6,0,0,0
256.6071,9,6,0,0,0
256.6071,9,6,0,0,0
256.6071,8,6,0,0,0
257.2794,8,6,0.6723633,5.378906,4.03418
257.2794,7,6,0,0,0
257.2794,7,6,0,0,0
257.2794,6,6,0,0,0
257.4924,6,6,0.2129517,1.27771,1.27771
257.4924,6,7,0,0,0
258.2637,6,8,0.7713623,4.628174,6.170898
261.8622,6,9,3.598419,21.59052,32.38577
262.8622,7,8,1,7,8
262.8622,6,8,0,0,0
264.3352,6,8,1.473022,8.838135,11.78418
264.6352,7,7,0.3000488,2.100342,2.100342
265.3352,8,6,0.6999512,5.599609,4.199707
265.3352,7,6,0,0,0
265.7637,7,6,0.4285583,2.999908,2.57135
266.8352,7,7,1.071442,7.500092,7.500092
267.0356,8,6,0.20047,1.60376,1.20282
267.8352,9,5,0.79953,7.19577,3.99765
267.8352,8,5,0,0,0
267.9916,8,5,0.1564331,1.251465,0.7821655
268.0356,8,6,0.04403687,0.3522949,0.2642212
268.0356,7,6,0,0,0
268.0356,7,6,0,0,0
268.0356,6,6,0,0,0
268.0356,6,6,0,0,0
268.0356,5,6,0,0,0
268.0356,5,6,0,0,0
268.0356,4,6,0,0,0
269.6207,4,6,1.585083,6.340332,9.510498
269.9602,4,7,0.339447,1.357788,2.376129
274.1631,4,8,4.202972,16.81189,33.62378
274.1631,4,9,0,0,0
274.1785,4,10,0.01535034,0.06140137,0.1535034
274.3352,4,11,0.1566772,0.626709,1.72345
275.1345,5,10,0.7992859,3.996429,7.992859
275.3352,6,9,0.2007141,1.204285,1.806427
275.3352,5,9,0,0,0
275.6071,5,9,0.2718811,1.359406,2.44693
275.7637,6,8,0.1566772,0.9400635,1.253418
275.7637,6,9,0,0,0
275.7637,6,10,0,0,0
275.7637,6,11,0,0,0
276.1345,6,12,0.3707275,2.224365,4.44873
276.1345,5,12,0,0,0
276.6071,5,12,0.4725952,2.362976,5.671143
276.6071,4,12,0,0,0
276.6071,4,12,0,0,0
276.6071,3,12,0,0,0
276.6071,3,12,0,0,0
276.6071,2,12,0,0,0
276.7636,2,12,0.1565247,0.3130493,1.878296
277.103,3,11,0.339447,1.018341,3.733917
277.7636,4,10,0.660553,2.642212,6.60553
277.7636,3,10,0,0,0
277.8302,3,10,0.06661987,0.1998596,0.6661987
278.103,3,11,0.2728271,0.8184814,3.001099
278.103,2,11,0,0,0
279.1366,2,11,1.033539,2.067078,11.36893
279.6207,3,10,0.4841614,1.452484,4.841614
279.9602,3,11,0.339447,1.018341,3.733917
281.3214,3,12,1.361176,4.083527,16.33411
282.3214,4,11,1,4,11
282.3214,3,11,0,0,0
282.7346,3,11,0.4132385,1.239716,4.545624
284.3352,4,10,1.600586,6.402344,16.00586
284.9731,5,9,0.6378784,3.189392,5.740906
285.5917,6,8,0.6186829,3.712097,4.949463
285.9731,7,7,0.3813171,2.66922,2.66922
285.9731,6,7,0,0,0
286.5917,6,7,0.6186829,3.712097,4.33078
286.5917,5,7,0,0,0
286.5917,5,7,0,0,0
286.5917,4,7,0,0,0
286.7636,4,7,0.1718445,0.6873779,1.202911
287.103,5,6,0.339447,1.697235,2.036682
287.7636,6,5,0.660553,3.963318,3.302765
287.7636,5,5,0,0,0
288.1014,5,5,0.3378601,1.689301,1.689301
288.103,5,6,0.001586914,0.00793457,0.009521484
288.103,4,6,0,0,0
